0,26,25,50,49,51,46,48,0
46,51,49,53,19,20,7,47,46
25,27,2,14,13,55,49,50,25
49,55,13,15,9,21,19,53,49
2,29,28,59,58,60,13,14,2
13,60,58,62,22,23,9,15,13
28,30,1,32,31,64,58,59,28
58,64,31,33,3,24,22,62,58
9,23,22,68,67,69,16,17,9
16,69,67,71,37,39,5,18,16
22,24,3,35,34,73,67,68,22
67,73,34,36,4,38,37,71,67
7,20,19,77,76,78,43,45,7
43,78,76,80,40,42,6,44,43
19,21,9,17,16,82,76,77,19
76,82,16,18,5,41,40,80,76
